vv_path,vh_path,label_name,label
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x7134_y16395_vv__MTL299p92W50p00R6p00.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x7134_y16395_vh__MTL299p92W50p00R6p00.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x2048_y9496_vv__MTL189p92W31p00R6p13.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x2048_y9496_vh__MTL189p92W31p00R6p13.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160407T221226_20160407T221251_010721_00FFEA_ADBD__Bulk Carrier_x7817_y13982_vv__MTL144p25W23p00R6p27.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160407T221226_20160407T221251_010721_00FFEA_ADBD__Bulk Carrier_x7817_y13982_vh__MTL144p25W23p00R6p27.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A__Bulk Carrier_x9335_y13196_vv__MTL289p00W45p00R6p42.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A__Bulk Carrier_x9335_y13196_vh__MTL289p00W45p00R6p42.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x5910_y13589_vv__MTL254p99W43p00R5p93.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x5910_y13589_vh__MTL254p99W43p00R5p93.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44__Oil_Chemical Tanker_x11188_y14393_vv__MTL105p60W14p00R7p54.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44__Oil_Chemical Tanker_x11188_y14393_vh__MTL105p60W14p00R7p54.png,Tanker,Tanker
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Tanker_x11527_y14615_vv__MTL98p00W15p00R6p53.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Tanker_x11527_y14615_vh__MTL98p00W15p00R6p53.png,Tanker,Tanker
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Oil_Chemical Tanker_x21197_y2842_vv__MTL88p60W14p62R6p06.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Oil_Chemical Tanker_x21197_y2842_vh__MTL88p60W14p62R6p06.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20150928T221239_20150928T221304_007921_00B100_32A3__Bulk Carrier_x6054_y6500_vv__MTL225p00W32p00R7p03.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20150928T221239_20150928T221304_007921_00B100_32A3__Bulk Carrier_x6054_y6500_vh__MTL225p00W32p00R7p03.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Bulk Carrier_x893_y12763_vv__MTL291p90W45p00R6p49.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Bulk Carrier_x893_y12763_vh__MTL291p90W45p00R6p49.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/val/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2__Oil_Chemical Tanker_x2392_y10560_vv__MTL96p17W15p22R6p32.png,/root/private_data/cls_vh/val/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2__Oil_Chemical Tanker_x2392_y10560_vh__MTL96p17W15p22R6p32.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15__Bulk Carrier_x14720_y13976_vv__MTL189p99W32p00R5p94.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20161018T095407_20161018T095432_013543_015ACD_AB15__Bulk Carrier_x14720_y13976_vh__MTL189p99W32p00R5p94.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Bulk Carrier_x10228_y12043_vv__MTL225p00W32p66R6p89.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Bulk Carrier_x10228_y12043_vh__MTL225p00W32p66R6p89.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Oil Products Tanker_x21364_y11763_vv__MTL177p21W29p03R6p10.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Oil Products Tanker_x21364_y11763_vh__MTL177p21W29p03R6p10.png,Tanker,Tanker
/root/private_data/cls_vv/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5__Bulk Carrier_x7873_y14171_vv__MTL189p99W32p30R5p88.png,/root/private_data/cls_vh/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5__Bulk Carrier_x7873_y14171_vh__MTL189p99W32p30R5p88.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Container Ship_x8269_y12991_vv__MTL146p00W22p90R6p38.png,/root/private_data/cls_vh/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Container Ship_x8269_y12991_vh__MTL146p00W22p90R6p38.png,Container Ship,Container Ship
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x8399_y14454_vv__MTL225p00W33p00R6p82.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x8399_y14454_vh__MTL225p00W33p00R6p82.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160523T102501_20160523T102530_011385_0114CC_4FED__Tanker_x11638_y8922_vv__MTL85p00W12p00R7p08.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160523T102501_20160523T102530_011385_0114CC_4FED__Tanker_x11638_y8922_vh__MTL85p00W12p00R7p08.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x9790_y14097_vv__MTL225p60W32p21R7p00.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x9790_y14097_vh__MTL225p60W32p21R7p00.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160606T221232_20160606T221257_011596_011B8A_E6B1__Bulk Carrier_x2156_y9647_vv__MTL190p00W32p29R5p88.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160606T221232_20160606T221257_011596_011B8A_E6B1__Bulk Carrier_x2156_y9647_vh__MTL190p00W32p29R5p88.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA__Bulk Carrier_x9064_y13998_vv__MTL159p60W25p00R6p38.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA__Bulk Carrier_x9064_y13998_vh__MTL159p60W25p00R6p38.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Bulk Carrier_x48_y7700_vv__MTL189p99W32p00R5p94.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Bulk Carrier_x48_y7700_vh__MTL189p99W32p00R5p94.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Bulk Carrier_x5780_y13917_vv__MTL337p00W58p05R5p81.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Bulk Carrier_x5780_y13917_vh__MTL337p00W58p05R5p81.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x1505_y15264_vv__MTL189p94W32p26R5p89.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x1505_y15264_vh__MTL189p94W32p26R5p89.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/test/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Tanker_x6518_y7981_vv__MTL102p00W15p00R6p80.png,/root/private_data/cls_vh/test/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Tanker_x6518_y7981_vh__MTL102p00W15p00R6p80.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA__Bulk Carrier_x9888_y14029_vv__MTL189p98W32p00R5p94.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160102T221226_20160102T221251_009321_00D788_F5BA__Bulk Carrier_x9888_y14029_vh__MTL189p98W32p00R5p94.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2__Bulk Carrier_x8951_y14349_vv__MTL225p00W32p30R6p97.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2__Bulk Carrier_x8951_y14349_vh__MTL225p00W32p30R6p97.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A__Oil_Chemical Tanker_x8247_y12780_vv__MTL114p40W20p00R5p72.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160513T221231_20160513T221256_011246_011040_617A__Oil_Chemical Tanker_x8247_y12780_vh__MTL114p40W20p00R5p72.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054__Bulk Carrier_x10807_y11968_vv__MTL169p37W27p20R6p23.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054__Bulk Carrier_x10807_y11968_vh__MTL169p37W27p20R6p23.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054__LPG Tanker_x11341_y12721_vv__MTL95p00W16p00R5p94.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054__LPG Tanker_x11341_y12721_vh__MTL95p00W16p00R5p94.png,Tanker,Tanker
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Oil Products Tanker_x2255_y7566_vv__MTL98p80W15p10R6p54.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Oil Products Tanker_x2255_y7566_vh__MTL98p80W15p10R6p54.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Bulk Carrier_x23608_y4995_vv__MTL225p00W32p26R6p97.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Bulk Carrier_x23608_y4995_vh__MTL225p00W32p26R6p97.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Bulk Carrier_x7909_y5729_vv__MTL189p99W32p00R5p94.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Bulk Carrier_x7909_y5729_vh__MTL189p99W32p00R5p94.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Tanker_x17129_y9942_vv__MTL119p00W17p00R7p00.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Tanker_x17129_y9942_vh__MTL119p00W17p00R7p00.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2__Bulk Carrier_x922_y12848_vv__MTL289p00W45p05R6p42.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160419T221227_20160419T221252_010896_01052F_69E2__Bulk Carrier_x922_y12848_vh__MTL289p00W45p05R6p42.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Bulk Carrier_x6255_y13829_vv__MTL288p97W45p00R6p42.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160126T221225_20160126T221250_009671_00E1AF_228F__Bulk Carrier_x6255_y13829_vh__MTL288p97W45p00R6p42.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Oil_Chemical Tanker_x10894_y12686_vv__MTL95p68W15p00R6p38.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Oil_Chemical Tanker_x10894_y12686_vh__MTL95p68W15p00R6p38.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x2563_y10298_vv__MTL199p94W32p00R6p25.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x2563_y10298_vh__MTL199p94W32p00R6p25.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Crude Oil Tanker_x85_y7788_vv__MTL253p00W44p00R5p75.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160405T102459_20160405T102528_010685_00FED5_97D5__Crude Oil Tanker_x85_y7788_vh__MTL253p00W44p00R5p75.png,Tanker,Tanker
/root/private_data/cls_vv/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2__Bulk Carrier_x9291_y13815_vv__MTL189p99W32p00R5p94.png,/root/private_data/cls_vh/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160114T221226_20160114T221251_009496_00DC88_46B2__Bulk Carrier_x9291_y13815_vh__MTL189p99W32p00R5p94.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Container Ship_x21544_y9840_vv__MTL161p32W25p03R6p45.png,/root/private_data/cls_vh/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Container Ship_x21544_y9840_vh__MTL161p32W25p03R6p45.png,Container Ship,Container Ship
/root/private_data/cls_vv/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44__Bulk Carrier_x10544_y13898_vv__MTL179p90W28p40R6p33.png,/root/private_data/cls_vh/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44__Bulk Carrier_x10544_y13898_vh__MTL179p90W28p40R6p33.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/test/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Oil_Chemical Tanker_x10498_y14466_vv__MTL107p54W17p00R6p33.png,/root/private_data/cls_vh/test/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Oil_Chemical Tanker_x10498_y14466_vh__MTL107p54W17p00R6p33.png,Tanker,Tanker
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44__Bulk Carrier_x5240_y13532_vv__MTL229p20W37p98R6p03.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160326T221226_20160326T221251_010546_00FAC9_4D44__Bulk Carrier_x5240_y13532_vh__MTL229p20W37p98R6p03.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/val/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x1470_y10951_vv__MTL288p93W45p00R6p42.png,/root/private_data/cls_vh/val/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x1470_y10951_vh__MTL288p93W45p00R6p42.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Bulk Carrier_x1824_y8238_vv__MTL179p88W29p00R6p20.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Bulk Carrier_x1824_y8238_vh__MTL179p88W29p00R6p20.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Container Ship_x2450_y13040_vv__MTL365p98W51p23R7p14.png,/root/private_data/cls_vh/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Container Ship_x2450_y13040_vh__MTL365p98W51p23R7p14.png,Container Ship,Container Ship
/root/private_data/cls_vv/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Container Ship_x21326_y11086_vv__MTL222p20W38p00R5p85.png,/root/private_data/cls_vh/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Container Ship_x21326_y11086_vh__MTL222p20W38p00R5p85.png,Container Ship,Container Ship
/root/private_data/cls_vv/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160407T221226_20160407T221251_010721_00FFEA_ADBD__Bulk Carrier_x9610_y13962_vv__MTL224p95W32p28R6p97.png,/root/private_data/cls_vh/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160407T221226_20160407T221251_010721_00FFEA_ADBD__Bulk Carrier_x9610_y13962_vh__MTL224p95W32p28R6p97.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Container Ship_x7643_y15793_vv__MTL260p67W32p29R8p07.png,/root/private_data/cls_vh/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Container Ship_x7643_y15793_vh__MTL260p67W32p29R8p07.png,Container Ship,Container Ship
/root/private_data/cls_vv/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054__Bulk Carrier_x7130_y16381_vv__MTL189p99W32p00R5p94.png,/root/private_data/cls_vh/test/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160525T221231_20160525T221256_011421_0115FD_6054__Bulk Carrier_x7130_y16381_vh__MTL189p99W32p00R5p94.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x568_y10743_vv__MTL291p98W45p00R6p49.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160817T221236_20160817T221301_012646_013D9A_4929__Bulk Carrier_x568_y10743_vh__MTL291p98W45p00R6p49.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/test/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Container Ship_x21543_y12808_vv__MTL299p92W45p63R6p57.png,/root/private_data/cls_vh/test/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Container Ship_x21543_y12808_vh__MTL299p92W45p63R6p57.png,Container Ship,Container Ship
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Bulk Carrier_x21911_y11190_vv__MTL157p26W26p00R6p05.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160328T095421_20160328T095446_010568_00FB64_215C__Bulk Carrier_x21911_y11190_vh__MTL157p26W26p00R6p05.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Tanker_x11259_y12497_vv__MTL120p00W17p00R7p06.png,/root/private_data/cls_vh/train/Tanker/Tanker__S1A_IW_GRDH_1SDV_20160630T221233_20160630T221258_011946_012696_1AA1__Tanker_x11259_y12497_vh__MTL120p00W17p00R7p06.png,Tanker,Tanker
/root/private_data/cls_vv/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5__Container Ship_x10580_y13903_vv__MTL260p62W32p30R8p07.png,/root/private_data/cls_vh/train/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5__Container Ship_x10580_y13903_vh__MTL260p62W32p30R8p07.png,Container Ship,Container Ship
/root/private_data/cls_vv/test/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5__Container Ship_x9653_y13881_vv__MTL294p00W32p25R9p12.png,/root/private_data/cls_vh/test/Container Ship/Container Ship__S1A_IW_GRDH_1SDV_20160219T221225_20160219T221250_010021_00EBE1_C9D5__Container Ship_x9653_y13881_vh__MTL294p00W32p25R9p12.png,Container Ship,Container Ship
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x1677_y11618_vv__MTL189p95W32p21R5p90.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20160302T221225_20160302T221250_010196_00F0D2_D0C8__Bulk Carrier_x1677_y11618_vh__MTL189p95W32p21R5p90.png,Bulk Carrier,Bulk Carrier
/root/private_data/cls_vv/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20150928T221239_20150928T221304_007921_00B100_32A3__Bulk Carrier_x10040_y6465_vv__MTL170p70W27p00R6p32.png,/root/private_data/cls_vh/train/Bulk Carrier/Bulk Carrier__S1A_IW_GRDH_1SDV_20150928T221239_20150928T221304_007921_00B100_32A3__Bulk Carrier_x10040_y6465_vh__MTL170p70W27p00R6p32.png,Bulk Carrier,Bulk Carrier
